id,rating,create_date,question_id,version_id,user_id,manuscript_id,manuscript_DOI
360,2,11/27/2016 21:54,4,1,17,25,10.3389/fncir.2016.00083
361,4.06,11/27/2016 21:55,1,1,17,24,10.1038/srep32422
362,3.94,11/27/2016 21:55,2,1,17,24,10.1038/srep32422
363,3.06,11/27/2016 21:55,3,1,17,24,10.1038/srep32422
364,1.97,11/27/2016 21:55,4,1,17,24,10.1038/srep32422
365,3.29,11/27/2016 22:23,1,1,15,30,10.1038/ncomms5486
366,3.15,11/27/2016 22:23,2,1,15,30,10.1038/ncomms5486
367,3.96,11/27/2016 22:23,3,1,15,30,10.1038/ncomms5486
368,0,11/27/2016 22:23,4,1,15,30,10.1038/ncomms5486
369,4.42,11/27/2016 23:27,1,1,15,31,10.1126/science.aaf1288
370,3.17,11/27/2016 23:27,2,1,15,31,10.1126/science.aaf1288
371,3.87,11/27/2016 23:27,3,1,15,31,10.1126/science.aaf1288
372,0,11/27/2016 23:27,4,1,15,31,10.1126/science.aaf1288
373,4.42,11/27/2016 23:27,1,1,15,31,10.1126/science.aaf1288
374,3.17,11/27/2016 23:27,2,1,15,31,10.1126/science.aaf1288
375,3.87,11/27/2016 23:27,3,1,15,31,10.1126/science.aaf1288
376,0,11/27/2016 23:27,4,1,15,31,10.1126/science.aaf1288
377,2.58,11/28/2016 2:49,1,1,17,31,10.1126/science.aaf1288
378,2.66,11/28/2016 2:49,2,1,17,31,10.1126/science.aaf1288
379,3.8,11/28/2016 2:49,3,1,17,31,10.1126/science.aaf1288
380,1.97,11/28/2016 2:49,4,1,17,31,10.1126/science.aaf1288
381,3.87,11/28/2016 3:16,1,1,15,29,10.1523/jneurosci.3081-14.2015
382,2.9,11/28/2016 3:16,2,1,15,29,10.1523/jneurosci.3081-14.2015
383,4.38,11/28/2016 3:16,3,1,15,29,10.1523/jneurosci.3081-14.2015
384,0,11/28/2016 3:16,4,1,15,29,10.1523/jneurosci.3081-14.2015
385,4.17,11/28/2016 3:26,1,1,17,29,10.1523/jneurosci.3081-14.2015
386,3.81,11/28/2016 3:26,2,1,17,29,10.1523/jneurosci.3081-14.2015
387,3.8,11/28/2016 3:26,3,1,17,29,10.1523/jneurosci.3081-14.2015
388,2.85,11/28/2016 3:26,4,1,17,29,10.1523/jneurosci.3081-14.2015
389,2.68,11/28/2016 3:47,1,1,94,31,10.1126/science.aaf1288
390,2.67,11/28/2016 3:47,2,1,94,31,10.1126/science.aaf1288
391,3.27,11/28/2016 3:47,3,1,94,31,10.1126/science.aaf1288
392,1.58,11/28/2016 3:47,4,1,94,31,10.1126/science.aaf1288
393,2.89,11/28/2016 3:48,1,1,94,29,10.1523/jneurosci.3081-14.2015
394,3.11,11/28/2016 3:48,2,1,94,29,10.1523/jneurosci.3081-14.2015
395,1.97,11/28/2016 3:48,3,1,94,29,10.1523/jneurosci.3081-14.2015
396,1.2,11/28/2016 3:48,4,1,94,29,10.1523/jneurosci.3081-14.2015
397,2.9,11/28/2016 4:55,1,1,94,30,10.1038/ncomms5486
398,2.84,11/28/2016 4:55,2,1,94,30,10.1038/ncomms5486
399,1.89,11/28/2016 4:55,3,1,94,30,10.1038/ncomms5486
400,2.99,11/28/2016 4:55,4,1,94,30,10.1038/ncomms5486
401,4.05,11/28/2016 5:21,1,1,17,30,10.1038/ncomms5486
402,3.02,11/28/2016 5:21,2,1,17,30,10.1038/ncomms5486
403,3.84,11/28/2016 5:21,3,1,17,30,10.1038/ncomms5486
404,2.52,11/28/2016 5:21,4,1,17,30,10.1038/ncomms5486
405,3.08,11/28/2016 6:18,1,1,72,47,10.1109/tbcas.2015.2456242
406,2.48,11/28/2016 6:18,2,1,72,47,10.1109/tbcas.2015.2456242
407,2.49,11/28/2016 6:18,3,1,72,47,10.1109/tbcas.2015.2456242
408,3.61,11/28/2016 6:18,4,1,72,47,10.1109/tbcas.2015.2456242
409,3.88,11/28/2016 20:06,1,1,148,30,10.1038/ncomms5486
410,4.22,11/28/2016 20:06,2,1,148,30,10.1038/ncomms5486
411,3.56,11/28/2016 20:06,3,1,148,30,10.1038/ncomms5486
412,0.72,11/28/2016 20:06,4,1,148,30,10.1038/ncomms5486
413,4.45,11/28/2016 20:08,1,1,148,29,10.1523/jneurosci.3081-14.2015
414,4.1,11/28/2016 20:08,2,1,148,29,10.1523/jneurosci.3081-14.2015
415,3.8,11/28/2016 20:08,3,1,148,29,10.1523/jneurosci.3081-14.2015
416,0.89,11/28/2016 20:08,4,1,148,29,10.1523/jneurosci.3081-14.2015
417,3.5,11/28/2016 20:11,1,1,148,31,10.1126/science.aaf1288
418,4.5,11/28/2016 20:11,2,1,148,31,10.1126/science.aaf1288
419,3.41,11/28/2016 20:11,3,1,148,31,10.1126/science.aaf1288
420,3.55,11/28/2016 20:11,4,1,148,31,10.1126/science.aaf1288
421,2.54,11/28/2016 20:12,1,1,140,29,10.1523/jneurosci.3081-14.2015
422,3.67,11/28/2016 20:12,2,1,140,29,10.1523/jneurosci.3081-14.2015
423,1.72,11/28/2016 20:12,3,1,140,29,10.1523/jneurosci.3081-14.2015
424,0,11/28/2016 20:12,4,1,140,29,10.1523/jneurosci.3081-14.2015
425,2.54,11/28/2016 20:12,1,1,140,29,10.1523/jneurosci.3081-14.2015
426,3.67,11/28/2016 20:12,2,1,140,29,10.1523/jneurosci.3081-14.2015
427,1.72,11/28/2016 20:12,3,1,140,29,10.1523/jneurosci.3081-14.2015
428,0,11/28/2016 20:12,4,1,140,29,10.1523/jneurosci.3081-14.2015
429,3.76,11/28/2016 20:13,1,1,140,30,10.1038/ncomms5486
430,3.31,11/28/2016 20:13,2,1,140,30,10.1038/ncomms5486
431,4.09,11/28/2016 20:13,3,1,140,30,10.1038/ncomms5486
432,0.71,11/28/2016 20:13,4,1,140,30,10.1038/ncomms5486
433,3.96,11/28/2016 20:13,1,1,140,31,10.1126/science.aaf1288
434,4.63,11/28/2016 20:13,2,1,140,31,10.1126/science.aaf1288
435,2.01,11/28/2016 20:13,3,1,140,31,10.1126/science.aaf1288
436,0.6,11/28/2016 20:13,4,1,140,31,10.1126/science.aaf1288
437,2.24,12/2/2016 3:35,1,1,119,48,10.1523/jneurosci.3235-13.2014
438,1.28,12/2/2016 3:35,2,1,119,48,10.1523/jneurosci.3235-13.2014
439,0.61,12/2/2016 3:35,3,1,119,48,10.1523/jneurosci.3235-13.2014
440,4.66,12/2/2016 3:35,4,1,119,48,10.1523/jneurosci.3235-13.2014
441,2.97,12/4/2016 19:24,1,1,121,49,10.1016/j.bbadis.2015.10.014
442,0.82,12/4/2016 19:24,2,1,121,49,10.1016/j.bbadis.2015.10.014
443,1.47,12/4/2016 19:24,3,1,121,49,10.1016/j.bbadis.2015.10.014
444,1.23,12/4/2016 19:24,4,1,121,49,10.1016/j.bbadis.2015.10.014
445,3.91,12/4/2016 19:26,1,1,121,50,10.1126/science.aad4821
446,3.91,12/4/2016 19:26,1,1,121,50,10.1126/science.aad4821
447,3.99,12/4/2016 19:26,2,1,121,50,10.1126/science.aad4821
448,3.99,12/4/2016 19:26,2,1,121,50,10.1126/science.aad4821
449,3.44,12/4/2016 19:26,3,1,121,50,10.1126/science.aad4821
450,3.44,12/4/2016 19:26,3,1,121,50,10.1126/science.aad4821
451,1,12/4/2016 19:26,4,1,121,50,10.1126/science.aad4821
452,1,12/4/2016 19:26,4,1,121,50,10.1126/science.aad4821
453,4.35,12/4/2016 20:33,1,1,121,51,10.1126/science.1241224
454,3.94,12/4/2016 20:33,2,1,121,51,10.1126/science.1241224
455,2.46,12/4/2016 20:33,3,1,121,51,10.1126/science.1241224
456,1.23,12/4/2016 20:33,4,1,121,51,10.1126/science.1241224
457,3.75,12/5/2016 0:44,1,1,138,49,10.1016/j.bbadis.2015.10.014
458,4.56,12/5/2016 0:44,2,1,138,49,10.1016/j.bbadis.2015.10.014
459,3.72,12/5/2016 0:44,3,1,138,49,10.1016/j.bbadis.2015.10.014
460,2.71,12/5/2016 0:44,4,1,138,49,10.1016/j.bbadis.2015.10.014
461,4.43,12/5/2016 1:47,1,1,138,49,10.1016/j.bbadis.2015.10.014
462,3.86,12/5/2016 1:47,2,1,138,49,10.1016/j.bbadis.2015.10.014
463,3.48,12/5/2016 1:47,3,1,138,49,10.1016/j.bbadis.2015.10.014
464,2.75,12/5/2016 1:47,4,1,138,49,10.1016/j.bbadis.2015.10.014
465,3.52,12/5/2016 21:03,1,1,26,51,10.1126/science.1241224
466,3.05,12/5/2016 21:03,2,1,26,51,10.1126/science.1241224
467,2.74,12/5/2016 21:03,3,1,26,51,10.1126/science.1241224
468,2.84,12/5/2016 21:03,4,1,26,51,10.1126/science.1241224
469,4.37,12/6/2016 3:50,1,1,15,50,10.1126/science.aad4821
470,4.04,12/6/2016 3:50,2,1,15,50,10.1126/science.aad4821
471,4.79,12/6/2016 3:50,3,1,15,50,10.1126/science.aad4821
472,0,12/6/2016 3:50,4,1,15,50,10.1126/science.aad4821
473,3.69,12/6/2016 4:40,1,1,15,49,10.1016/j.bbadis.2015.10.014
474,3.84,12/6/2016 4:40,2,1,15,49,10.1016/j.bbadis.2015.10.014
475,2.99,12/6/2016 4:40,3,1,15,49,10.1016/j.bbadis.2015.10.014
476,0,12/6/2016 4:40,4,1,15,49,10.1016/j.bbadis.2015.10.014
477,3.78,12/6/2016 16:07,1,1,15,51,10.1126/science.1241224
478,3.51,12/6/2016 16:07,2,1,15,51,10.1126/science.1241224
479,4.17,12/6/2016 16:07,3,1,15,51,10.1126/science.1241224
480,0,12/6/2016 16:07,4,1,15,51,10.1126/science.1241224
481,2.74,12/7/2016 20:33,1,1,122,46,10.1098/rstb.2015.0428
482,2.73,12/7/2016 20:33,2,1,122,46,10.1098/rstb.2015.0428
483,2.65,12/7/2016 20:33,3,1,122,46,10.1098/rstb.2015.0428
484,2.18,12/7/2016 20:33,4,1,122,46,10.1098/rstb.2015.0428
485,2.74,12/7/2016 20:34,1,1,122,46,10.1098/rstb.2015.0428
486,2.19,12/7/2016 20:34,2,1,122,46,10.1098/rstb.2015.0428
487,2.36,12/7/2016 20:34,3,1,122,46,10.1098/rstb.2015.0428
488,2.18,12/7/2016 20:34,4,1,122,46,10.1098/rstb.2015.0428
489,2.74,12/7/2016 20:34,1,1,122,46,10.1098/rstb.2015.0428
490,2.19,12/7/2016 20:34,2,1,122,46,10.1098/rstb.2015.0428
491,2.36,12/7/2016 20:34,3,1,122,46,10.1098/rstb.2015.0428
492,2.18,12/7/2016 20:34,4,1,122,46,10.1098/rstb.2015.0428
493,2.74,12/7/2016 20:34,1,1,122,46,10.1098/rstb.2015.0428
494,2.19,12/7/2016 20:34,2,1,122,46,10.1098/rstb.2015.0428
495,2.36,12/7/2016 20:34,3,1,122,46,10.1098/rstb.2015.0428
496,2.18,12/7/2016 20:34,4,1,122,46,10.1098/rstb.2015.0428
497,2.7,12/7/2016 20:35,1,1,122,45,10.1073/pnas.1523717113
498,1.79,12/7/2016 20:35,2,1,122,45,10.1073/pnas.1523717113
499,1.8,12/7/2016 20:35,3,1,122,45,10.1073/pnas.1523717113
500,2.21,12/7/2016 20:35,4,1,122,45,10.1073/pnas.1523717113
501,2.7,12/7/2016 20:35,1,1,122,45,10.1073/pnas.1523717113
502,1.79,12/7/2016 20:35,2,1,122,45,10.1073/pnas.1523717113
503,1.8,12/7/2016 20:35,3,1,122,45,10.1073/pnas.1523717113
504,2.21,12/7/2016 20:35,4,1,122,45,10.1073/pnas.1523717113
505,3.06,12/7/2016 20:36,1,1,122,44,10.1002/dneu.22351
506,2.78,12/7/2016 20:36,2,1,122,44,10.1002/dneu.22351
507,3.3,12/7/2016 20:36,3,1,122,44,10.1002/dneu.22351
508,1.83,12/7/2016 20:36,4,1,122,44,10.1002/dneu.22351
509,2.65,12/7/2016 20:39,1,1,122,23,10.15252/emmm.201606271
510,2.73,12/7/2016 20:39,2,1,122,23,10.15252/emmm.201606271
511,3.38,12/7/2016 20:39,3,1,122,23,10.15252/emmm.201606271
512,3.29,12/7/2016 20:39,4,1,122,23,10.15252/emmm.201606271
513,2.26,12/7/2016 20:41,1,1,122,25,10.3389/fncir.2016.00083
514,2.28,12/7/2016 20:41,2,1,122,25,10.3389/fncir.2016.00083
515,2.95,12/7/2016 20:41,3,1,122,25,10.3389/fncir.2016.00083
516,2.06,12/7/2016 20:41,4,1,122,25,10.3389/fncir.2016.00083
517,3.75,12/7/2016 20:43,1,1,122,24,10.1038/srep32422
518,3.96,12/7/2016 20:43,2,1,122,24,10.1038/srep32422
519,3.76,12/7/2016 20:43,3,1,122,24,10.1038/srep32422
520,3.21,12/7/2016 20:43,4,1,122,24,10.1038/srep32422
521,3.38,12/7/2016 20:44,1,1,122,30,10.1038/ncomms5486
522,3.51,12/7/2016 20:44,2,1,122,30,10.1038/ncomms5486
523,3.65,12/7/2016 20:44,3,1,122,30,10.1038/ncomms5486
524,3,12/7/2016 20:44,4,1,122,30,10.1038/ncomms5486
525,3.78,12/7/2016 20:45,1,1,122,29,10.1523/jneurosci.3081-14.2015
526,3.84,12/7/2016 20:45,2,1,122,29,10.1523/jneurosci.3081-14.2015
527,4.76,12/7/2016 20:45,3,1,122,29,10.1523/jneurosci.3081-14.2015
528,3.74,12/7/2016 20:45,4,1,122,29,10.1523/jneurosci.3081-14.2015
529,4.18,12/7/2016 20:52,1,1,122,50,10.1126/science.aad4821
530,3.75,12/7/2016 20:52,2,1,122,50,10.1126/science.aad4821
531,3.44,12/7/2016 20:52,3,1,122,50,10.1126/science.aad4821
532,2.13,12/7/2016 20:52,4,1,122,50,10.1126/science.aad4821
533,4.26,12/11/2016 18:53,1,1,48,52,10.1016/j.neuron.2010.08.007
534,3.6,12/11/2016 18:53,2,1,48,52,10.1016/j.neuron.2010.08.007
535,0.11,12/11/2016 18:53,3,1,48,52,10.1016/j.neuron.2010.08.007
536,4.38,12/11/2016 18:53,4,1,48,52,10.1016/j.neuron.2010.08.007
537,3.11,12/12/2016 5:23,1,1,48,53,10.3389/fncir.2013.00115
538,2.56,12/12/2016 5:23,2,1,48,53,10.3389/fncir.2013.00115
539,2.54,12/12/2016 5:23,3,1,48,53,10.3389/fncir.2013.00115
540,2.59,12/12/2016 5:23,4,1,48,53,10.3389/fncir.2013.00115
541,3.81,12/12/2016 15:22,1,1,48,54,10.3389/fnsys.2015.00185
542,3.13,12/12/2016 15:22,2,1,48,54,10.3389/fnsys.2015.00185
543,1.85,12/12/2016 15:22,3,1,48,54,10.3389/fnsys.2015.00185
544,5,12/12/2016 15:22,4,1,48,54,10.3389/fnsys.2015.00185
545,2.98,12/12/2016 20:56,1,1,48,53,10.3389/fncir.2013.00115
546,3.14,12/12/2016 20:56,2,1,48,53,10.3389/fncir.2013.00115
547,2.83,12/12/2016 20:56,3,1,48,53,10.3389/fncir.2013.00115
548,3.02,12/12/2016 20:56,4,1,48,53,10.3389/fncir.2013.00115
549,3.28,12/13/2016 19:48,1,1,99,55,10.1523/jneurosci.2673-16.2016
550,1.59,12/13/2016 19:48,2,1,99,55,10.1523/jneurosci.2673-16.2016
551,3.56,12/13/2016 19:48,3,1,99,55,10.1523/jneurosci.2673-16.2016
552,0.15,12/13/2016 19:48,4,1,99,55,10.1523/jneurosci.2673-16.2016
553,1.33,12/13/2016 19:50,1,1,99,56,10.1038/nm.4221
554,2.94,12/13/2016 19:50,2,1,99,56,10.1038/nm.4221
555,1.32,12/13/2016 19:50,3,1,99,56,10.1038/nm.4221
556,1.12,12/13/2016 19:50,4,1,99,56,10.1038/nm.4221
557,1.27,12/13/2016 21:45,1,1,99,56,10.1038/nm.4221
558,3.43,12/13/2016 21:45,2,1,99,56,10.1038/nm.4221
559,0.37,12/13/2016 21:45,3,1,99,56,10.1038/nm.4221
560,4.34,12/13/2016 21:45,4,1,99,56,10.1038/nm.4221
561,2.63,12/13/2016 22:27,1,1,48,57,10.1038/srep34931
562,4.11,12/13/2016 22:27,2,1,48,57,10.1038/srep34931
563,1.24,12/13/2016 22:27,3,1,48,57,10.1038/srep34931
564,5,12/13/2016 22:27,4,1,48,57,10.1038/srep34931
565,4.69,12/13/2016 23:02,1,1,99,58,10.1016/j.neuron.2016.02.028
566,4.47,12/13/2016 23:02,2,1,99,58,10.1016/j.neuron.2016.02.028
567,5,12/13/2016 23:02,3,1,99,58,10.1016/j.neuron.2016.02.028
568,3.92,12/13/2016 23:02,4,1,99,58,10.1016/j.neuron.2016.02.028
569,4.18,12/14/2016 18:57,1,1,72,59,10.1038/nnano.2014.32
570,2.56,12/14/2016 18:57,2,1,72,59,10.1038/nnano.2014.32
571,3.84,12/14/2016 18:57,3,1,72,59,10.1038/nnano.2014.32
572,3.13,12/14/2016 18:57,4,1,72,59,10.1038/nnano.2014.32
573,4.53,12/14/2016 18:58,1,1,72,60,10.1021/acsnano.6b03364
574,2.59,12/14/2016 18:58,2,1,72,60,10.1021/acsnano.6b03364
575,3.87,12/14/2016 18:58,3,1,72,60,10.1021/acsnano.6b03364
576,3.09,12/14/2016 18:58,4,1,72,60,10.1021/acsnano.6b03364
577,3.8,12/14/2016 20:10,1,1,48,61,10.1038/nature12024
578,4.9,12/14/2016 20:10,2,1,48,61,10.1038/nature12024
579,2.31,12/14/2016 20:10,3,1,48,61,10.1038/nature12024
580,3.33,12/14/2016 20:10,4,1,48,61,10.1038/nature12024
581,3.66,12/14/2016 22:18,1,1,48,62,10.1021/acschembio.5b00351
582,4.02,12/14/2016 22:18,2,1,48,62,10.1021/acschembio.5b00351
583,0.94,12/14/2016 22:18,3,1,48,62,10.1021/acschembio.5b00351
584,5,12/14/2016 22:18,4,1,48,62,10.1021/acschembio.5b00351
585,5,12/14/2016 22:33,1,1,108,63,10.1080/15548627.2016.1257467
586,4.06,12/14/2016 22:33,2,1,108,63,10.1080/15548627.2016.1257467
587,2.55,12/14/2016 22:33,3,1,108,63,10.1080/15548627.2016.1257467
588,4.35,12/14/2016 22:33,4,1,108,63,10.1080/15548627.2016.1257467
589,4.09,12/14/2016 22:38,1,1,108,64,10.1016/j.cell.2016.08.027
590,4.06,12/14/2016 22:38,2,1,108,64,10.1016/j.cell.2016.08.027
591,3.92,12/14/2016 22:38,3,1,108,64,10.1016/j.cell.2016.08.027
592,4.56,12/14/2016 22:38,4,1,108,64,10.1016/j.cell.2016.08.027
593,0.75,12/15/2016 14:40,1,1,165,65,10.1016/j.neuron.2016.10.020
594,0,12/15/2016 14:40,2,1,165,65,10.1016/j.neuron.2016.10.020
595,2.54,12/15/2016 14:40,3,1,165,65,10.1016/j.neuron.2016.10.020
596,4.76,12/15/2016 14:40,4,1,165,65,10.1016/j.neuron.2016.10.020
597,4.89,12/15/2016 14:41,1,1,137,66,10.1038/nn.2739
598,4.91,12/15/2016 14:41,2,1,137,66,10.1038/nn.2739
599,4.93,12/15/2016 14:41,3,1,137,66,10.1038/nn.2739
600,3.78,12/15/2016 14:41,4,1,137,66,10.1038/nn.2739
601,3.95,12/15/2016 14:42,1,1,33,66,10.1038/nn.2739
602,4.01,12/15/2016 14:42,2,1,33,66,10.1038/nn.2739
603,4.45,12/15/2016 14:42,3,1,33,66,10.1038/nn.2739
604,4.32,12/15/2016 14:42,4,1,33,66,10.1038/nn.2739
605,4.53,12/15/2016 14:42,1,1,165,67,10.1038/nature12112
606,3.69,12/15/2016 14:42,2,1,165,67,10.1038/nature12112
607,2,12/15/2016 14:42,3,1,165,67,10.1038/nature12112
608,5,12/15/2016 14:42,4,1,165,67,10.1038/nature12112
609,3.95,12/15/2016 14:42,1,1,33,66,10.1038/nn.2739
610,4.01,12/15/2016 14:42,2,1,33,66,10.1038/nn.2739
611,4.45,12/15/2016 14:42,3,1,33,66,10.1038/nn.2739
612,4.32,12/15/2016 14:42,4,1,33,66,10.1038/nn.2739
613,3.95,12/15/2016 14:42,1,1,33,66,10.1038/nn.2739
614,4.01,12/15/2016 14:42,2,1,33,66,10.1038/nn.2739
615,4.45,12/15/2016 14:42,3,1,33,66,10.1038/nn.2739
616,4.32,12/15/2016 14:42,4,1,33,66,10.1038/nn.2739
617,4.04,12/15/2016 14:43,1,1,48,66,10.1038/nn.2739
618,3.99,12/15/2016 14:43,2,1,48,66,10.1038/nn.2739
619,4.87,12/15/2016 14:43,3,1,48,66,10.1038/nn.2739
620,4.75,12/15/2016 14:43,4,1,48,66,10.1038/nn.2739
621,5,12/15/2016 14:43,1,1,165,68,10.1038/nature11587
622,3.17,12/15/2016 14:43,2,1,165,68,10.1038/nature11587
623,4.1,12/15/2016 14:43,3,1,165,68,10.1038/nature11587
624,3.97,12/15/2016 14:43,4,1,165,68,10.1038/nature11587
625,4.89,12/15/2016 14:43,1,1,137,66,10.1038/nn.2739
626,4.91,12/15/2016 14:43,2,1,137,66,10.1038/nn.2739
627,4.93,12/15/2016 14:43,3,1,137,66,10.1038/nn.2739
628,3.78,12/15/2016 14:43,4,1,137,66,10.1038/nn.2739
629,1.44,12/15/2016 14:44,1,1,165,69,10.1002/hipo.20472
630,1.56,12/15/2016 14:44,2,1,165,69,10.1002/hipo.20472
631,5,12/15/2016 14:44,3,1,165,69,10.1002/hipo.20472
632,4.37,12/15/2016 14:44,4,1,165,69,10.1002/hipo.20472
633,3.35,12/15/2016 14:45,1,1,165,70,10.1038/nature14396
634,2.65,12/15/2016 14:45,2,1,165,70,10.1038/nature14396
635,2.91,12/15/2016 14:45,3,1,165,70,10.1038/nature14396
636,4.33,12/15/2016 14:45,4,1,165,70,10.1038/nature14396
637,4.01,12/15/2016 14:47,1,1,165,71,10.1038/nature14151
638,2.01,12/15/2016 14:47,2,1,165,71,10.1038/nature14151
639,3.21,12/15/2016 14:47,3,1,165,71,10.1038/nature14151
640,4.26,12/15/2016 14:47,4,1,165,71,10.1038/nature14151
641,1.02,12/15/2016 14:47,1,1,165,72,10.1073/pnas.1421056111
642,1.38,12/15/2016 14:47,2,1,165,72,10.1073/pnas.1421056111
643,4.21,12/15/2016 14:47,3,1,165,72,10.1073/pnas.1421056111
644,4.91,12/15/2016 14:47,4,1,165,72,10.1073/pnas.1421056111
645,5,12/15/2016 14:49,1,1,165,73,10.1038/nn.3311
646,4.32,12/15/2016 14:49,2,1,165,73,10.1038/nn.3311
647,4.51,12/15/2016 14:49,3,1,165,73,10.1038/nn.3311
648,4.64,12/15/2016 14:49,4,1,165,73,10.1038/nn.3311
649,3.49,12/15/2016 14:50,1,1,165,74,10.1038/nature12160
650,4.6,12/15/2016 14:50,2,1,165,74,10.1038/nature12160
651,1.71,12/15/2016 14:50,3,1,165,74,10.1038/nature12160
652,3.4,12/15/2016 14:50,4,1,165,74,10.1038/nature12160
653,3.02,12/15/2016 14:51,1,1,165,75,10.1038/nn.4287
654,2.31,12/15/2016 14:51,2,1,165,75,10.1038/nn.4287
655,3.17,12/15/2016 14:51,3,1,165,75,10.1038/nn.4287
656,4.63,12/15/2016 14:51,4,1,165,75,10.1038/nn.4287
657,4.14,12/15/2016 14:53,1,1,165,76,10.1038/nn.3413
658,3.21,12/15/2016 14:53,2,1,165,76,10.1038/nn.3413
659,2.86,12/15/2016 14:53,3,1,165,76,10.1038/nn.3413
660,4.4,12/15/2016 14:53,4,1,165,76,10.1038/nn.3413
661,0,12/15/2016 14:54,1,1,165,77,10.1016/j.neuron.2016.04.037
662,0.63,12/15/2016 14:54,2,1,165,77,10.1016/j.neuron.2016.04.037
663,2.51,12/15/2016 14:54,3,1,165,77,10.1016/j.neuron.2016.04.037
664,4.2,12/15/2016 14:54,4,1,165,77,10.1016/j.neuron.2016.04.037
665,3.36,12/15/2016 14:57,1,1,165,78,10.1016/j.neuron.2016.08.019
666,2.56,12/15/2016 14:57,2,1,165,78,10.1016/j.neuron.2016.08.019
667,3.14,12/15/2016 14:57,3,1,165,78,10.1016/j.neuron.2016.08.019
668,3.34,12/15/2016 14:57,4,1,165,78,10.1016/j.neuron.2016.08.019
669,4.51,12/15/2016 14:58,1,1,165,79,10.1016/j.neuron.2013.11.005
670,4.53,12/15/2016 14:58,2,1,165,79,10.1016/j.neuron.2013.11.005
671,2.8,12/15/2016 14:58,3,1,165,79,10.1016/j.neuron.2013.11.005
672,4.71,12/15/2016 14:58,4,1,165,79,10.1016/j.neuron.2013.11.005
673,2.42,12/15/2016 15:08,1,1,4,80,10.1016/j.neuint.2011.04.002
674,2.31,12/15/2016 15:08,2,1,4,80,10.1016/j.neuint.2011.04.002
675,2.99,12/15/2016 15:08,3,1,4,80,10.1016/j.neuint.2011.04.002
676,2.25,12/15/2016 15:08,4,1,4,80,10.1016/j.neuint.2011.04.002
677,2.61,12/15/2016 15:57,1,1,22,81,10.7554/elife.11299
678,2.96,12/15/2016 15:57,2,1,22,81,10.7554/elife.11299
679,2.93,12/15/2016 15:57,3,1,22,81,10.7554/elife.11299
680,1.9,12/15/2016 15:57,4,1,22,81,10.7554/elife.11299
681,3.84,12/15/2016 16:01,1,1,78,82,10.1210/en.2014-1986
682,3.73,12/15/2016 16:01,2,1,78,82,10.1210/en.2014-1986
683,3.91,12/15/2016 16:01,3,1,78,82,10.1210/en.2014-1986
684,1.55,12/15/2016 16:01,4,1,78,82,10.1210/en.2014-1986
685,5,12/15/2016 16:13,1,1,162,83,10.1038/srep31215
686,4.52,12/15/2016 16:13,2,1,162,83,10.1038/srep31215
687,1.62,12/15/2016 16:13,3,1,162,83,10.1038/srep31215
688,3.49,12/15/2016 16:13,4,1,162,83,10.1038/srep31215
689,5,12/15/2016 16:14,1,1,162,83,10.1038/srep31215
690,4.52,12/15/2016 16:14,2,1,162,83,10.1038/srep31215
691,1.62,12/15/2016 16:14,3,1,162,83,10.1038/srep31215
692,3.49,12/15/2016 16:14,4,1,162,83,10.1038/srep31215
693,4.48,12/15/2016 16:16,1,1,165,84,10.1073/pnas.1306031110
694,3.63,12/15/2016 16:16,2,1,165,84,10.1073/pnas.1306031110
695,0,12/15/2016 16:16,3,1,165,84,10.1073/pnas.1306031110
696,4.94,12/15/2016 16:16,4,1,165,84,10.1073/pnas.1306031110
697,4.82,12/15/2016 16:16,1,1,165,85,10.1038/nature09633
698,4.09,12/15/2016 16:16,2,1,165,85,10.1038/nature09633
699,0,12/15/2016 16:16,3,1,165,85,10.1038/nature09633
700,5,12/15/2016 16:16,4,1,165,85,10.1038/nature09633
701,3.65,12/15/2016 16:18,1,1,154,86,10.1016/j.neuron.2013.06.033
702,3.56,12/15/2016 16:18,2,1,154,86,10.1016/j.neuron.2013.06.033
703,1.12,12/15/2016 16:18,3,1,154,86,10.1016/j.neuron.2013.06.033
704,3.89,12/15/2016 16:18,4,1,154,86,10.1016/j.neuron.2013.06.033
705,5,12/15/2016 16:18,1,1,165,87,10.7554/elife.06063
706,4.12,12/15/2016 16:18,2,1,165,87,10.7554/elife.06063
707,2.34,12/15/2016 16:18,3,1,165,87,10.7554/elife.06063
708,5,12/15/2016 16:18,4,1,165,87,10.7554/elife.06063
709,3.56,12/15/2016 16:19,1,1,165,88,10.1038/nn.4291
710,2.99,12/15/2016 16:19,2,1,165,88,10.1038/nn.4291
711,0.97,12/15/2016 16:19,3,1,165,88,10.1038/nn.4291
712,4.25,12/15/2016 16:19,4,1,165,88,10.1038/nn.4291
713,3.59,12/15/2016 16:21,1,1,165,89,10.1016/j.cub.2014.11.001
714,3.17,12/15/2016 16:21,2,1,165,89,10.1016/j.cub.2014.11.001
715,3.66,12/15/2016 16:21,3,1,165,89,10.1016/j.cub.2014.11.001
716,3.51,12/15/2016 16:21,4,1,165,89,10.1016/j.cub.2014.11.001
717,5,12/15/2016 16:23,1,1,165,90,10.1126/science.aaf0941
718,4.46,12/15/2016 16:23,2,1,165,90,10.1126/science.aaf0941
719,1.98,12/15/2016 16:23,3,1,165,90,10.1126/science.aaf0941
720,4.02,12/15/2016 16:23,4,1,165,90,10.1126/science.aaf0941
